text,type,created_at
"Em 19.1.2017, fiz a compra de notebook em promoção no site da empresa. A compra foi aprovada pelo meu cartão de crédito na hora.<br />Porém, a empresa enviou um email solicitando dados de confirmação. Fiz as confirmações. Porém, até agora, não houve qualquer atualização no andamento do pedido. Liguei várias vezes e eles não sabem dizer o que houve e se a compra foi aprovada internamente. Abriram uma ocorrência mas querem mais Tres dias para confirmar se uma compra feita na semana passada foi aprovada. Quero explicações! Mas não explicações padrão do SAC que não resolve o questionamento básico de aprovação ou não de uma compra que está pendente faz uma semana.",badservice,2017-01-25T17:57:45
"Fiz a devolução do pedido, realizei todos os processos conforme solicitado, até ai tudo bem. O produto chegou de volta na   e recebi o e-mail dizendo que o estorno aconteceria em até duas faturas subsequentes, prazo que sempre é solicitado. <br />Já recebi as duas faturas e, para minha surpresa, nenhuma delas consta o estorno.<br />Lembro que isso já aconteceu anteriormente, depois de muito entrar em contato e me desgastar com o atendimento recebi um e-mail solicitando os dados bancários pois não estavam conseguindo estornar pelo cartão.<br />Dessa vez está acontecendo a mesma coisa e os atendentes insistem em dizer que o estorno foi autorizado pela administradora.<br />A administradora, por sua vez, retorna a resposta de que não recebeu nenhuma informação. Liguei 2 vezes na   e 1 vez na administradora do cartão, dei todos os detalhes e, nesse exato momento, recebi o e-mail que anexei a minha reclamação.<br /><br />Eu entendo perfeitamente o prazo, mas já recebi duas faturas! Se o sistema de devolução pelo cartão continua sem funcionar porque vocês insistem em utilizá-lo? Vale lembrar que estou falando do Cartão  . Quero a devolução do valor e rápido já que estou aguardando a um bom tempo. Não irei ligar para o atendimento novamente, cansei de ficar aguardando na linha.",badservice,2017-01-24T20:34:30
"No dia 23/12/2016, realizei a compra de um livro pelo site. Como realizei a compra junto com o cadastro, parece que o pedido foi realizado para o endereço de cadastro, sendo que era para presente, ou seja, devia ser entregue em outro endereço(outra cidade). Ao perceber que a compra já havia finalizado e a opção de selecionar o endereço de entrega não tinha aparecido, percebi que o pedido havia sido feito para o endereço cadastrado. No mesmo momento, entrei em contato com uma atendente para ver se podia alterar o endereço do pedido mas a resposta foi negativa e informou que a solução seria cancelar aquele pedido e realizar um novo, mas que o cancelamento só poderia ser feito pelo site. Entrei no site no mesmo momento para tentar cancelar e não encontrei essa opção. Tentei, então, pelo fale conosco do site mas só me responderam no dia 10 de janeiro de 2017, quando o livro já havia sido entregue. O resultado foi que fiquei com 1 livro para mim que não me interessa e continuo sem solução para esse problema causado devido à extrema demora na resposta da empresa.",badservice,2017-01-18T19:20:14
"No dia 13 de janeiro realizei a compra de um livro e um caderno através do site, um ou dois dias após a compra (não me recordo ao certo), com pagamento já aprovado, recebi um email da loja solicitando que eu entrasse em contato pelo telefone informado em até 5 dias, caso contrário minha compra seria cancelada. Só isso a me deixou muito insatisfeita, pois, não via e não vejo motivos para que o produto ofertado e por mim adquirido seja entregue conforme contratado. Fiquei muito desconfiada, do poque eu quem deveria entrar em contato por telefone, se trata-se de uma loja online, todas as duvidas e informações deveriam ser tiradas e/ou passadas pela internet, e ainda que a loja tenha preferido o contato telefônico, tendo eles todos os meus dados porque não entraram em contato pelo telefone mas preferiram mandar um email desse conteúdo, ameaçando não entregar meu pedido?<br />Mesmo sabendo que essa não era a postura correta a ser tomada pela loja, liguei para o telefone fornecido (dia 14/01, protocolo 5763372), eis que a atendente me informa que eu tenho que entrar em contato com um outro telefone para confirmação de dados e me fornece um telefone do estado de são paulo, mesmo eu sendo do Rio de janeiro. Eu a questiono se ela mesma não pode realizar essa confirmação de dados, a informo que o telefone discado foi o informado pela empresa, e que não entendi o porque desse jogo de empurra, e pediu desculpa. Ora, uma tratativa que deveria ser simples e rápida, se tornando em uma coisa complicada e demorada.<br />No mesmo dia entrei em contato com o atendimento do site através do chat, protocolo 5763441, na expectativa de que o atendimento fosse mais satisfatório, eis que depois de ser atendida sob os mesmos argumentos proferidos pela atendente do telefone, a operadora Daniela disse que era para que eu aguardasse contato da empresa. Feitas as considerações,  espero que o contato seja feito o mais rápido possível para que as dúvidas sejam sanadas e eu possa receber logo minha compra, pois preciso para um trabalho de pesquisa da faculdade e essa demora no envio ira me atrasar em alguns dias. Gostaria de deixar bem claro meu descontentamento com esse posicionamento da loja, de ameaçar cancelar minha compra. Isso foi inédito para mim, nunca tinha acontecido em nenhuma outra loja, nem mesmo na   aonde já estou acostumada a comprar.",badservice,2017-01-16T23:45:34
"Desde 30/01 (não anotei o protocolo) estava entrando em contato com a   para que eles corrigissem o   Plus de meu cadastro. Eles informaram que estava ok, porém estava vinculado a um e-mail que não uso faz anos.<br />Solicitei a correção e o atendente informou que eu deveria fazer a compra que depois eles acertariam o cadastro e eu poderia usar os pontos inclusive abatendo na mesma compra. Isso só poderia ser resolvido em 3 a 5 dias úteis.<br />Fiz a compra de alguns materiais. <br />Como não foi resolvido, no dia 09/01 abri um protocolo novamente  5673618, que desta vez fui melhor atendido e a atendente Ligia fez o acompanhamento e prontamente me posicionando sobre o protocolo.<br />Ainda não pude ver meu extrato no site, o que a   informa que é normal!, mas perdi meus pontos, pois expiraram. O problema é que eu precisei fazer a compra, o sistema deles estava com problemas, abri chamados solicitando correção e mesmo assim não me deram alternativa de uso.<br />Deveria haver uma cláusula então explicando que se o sistema deles estiver com problemas, você não conseguirá usar e não adianta chorar.",badservice,2017-01-14T20:23:40
"No dia 22/12 notei que meu LEV estava com metade da tela paralisada, defeituosa.Fiquei dois dias sem usar e quando liguei constatei o defeito, porém não houve nenhum dano físico de qualquer forma, queda, compressão, exposição ao sol. No dia 23/03 liguei na   online para saber como proceder dentro da garantia (já que o aparelho foi comprado no dia 09/03/2016). O atendente me informou que eles não faziam troca ou conserto do LEV pois ele através de fotos que foram pedidas e enviadas, tinha conhecimento e sabia que o dano foi devido a mau uso (o que não é o caso), sem ao menos ser feita uma análise no aparelho para constatar a causa do problema. Retornando outro dia, desta vez pelo chat, com outro atendente, o mesmo pediu as fotos d a tela novamente. Respondeu a mesma coisa, tela quebrada. E que poderiam me oferecer apenas um cupom de desconto de 50%. Me sinto prejudicada em ter um aparelho relativamente novo com um defeito o qual eu não causei. Me informaram inclusive de que eu não fui a única a reportar esse problema nos aparelhos da  , dizendo a mesma história que a minha. <br />Ainda assim acabei aceitando o cupom de desconto; pediram para eu enviar o produto com seus assessórios para q pudessem me disponibilizar o cupom, o que foi feito no dia 11/01/2017 sob cód de rastreio DV329990295BR, porém na pressa de enviar logo o produto para obter um novo com desconto (pois ele é um importante instrumento para meus estudos), acabei me esquecendo de mandar a nf junto, e imediatamente, entrei em contato com a empresa para saber como eu poderia proceder para q esse problema fosse sanado de forma rápida e eficiente, o atendente, muito mal educado por sinal, me informou que o aparelho seria devolvido novamente para q eu pudesse reenviá-lo com a NF... pqp. preciso dele para estudar, estou com uma mega pressa pra comprar o novo, coisa que aceitei mesmo tento um produto praticamente novo pifando por sei lá o q, por causa de uma NF que seria facilmente resolvido se eles aceitassem q eu a enviasse pelo e-mail, ou se eles mesmo quisessem poderia retirar uma segunda via por lá, já que tem todos os meus dados, ficam postergando o assunto e fazendo com que eu perca o amor a um produto que era motivo de orgulho e indicação a todos com quem eu conversava... tentei vários canais antes de chegar aqui... mas foi praticamente impossível chegar a uma solução pacífica direto com qq um dos atendentes da  ..<br />a Empresa vai ter q ser muito boa pra me convencer a continuar com o Lev sem q eu o jogue no lixo, caso eles realmente me devolvam o produto defeituoso.",badservice,2017-01-13T13:57:19
"comprei vários livros escolares. Entrega atrasou várias vezes por problemas da empresa de logistica contratada que não me dizem respeito e pela   passar a eles endereço incompleto. Solicitei cancelamento via chat online, comprei os livros em outro lugar. Minha solicitação de cancelamento não consta no site nem em nenhum lugar. Através de atendimenti telefonico (protocolo 5739799) me informam que pedido de cancelamento sim foi feito, se recusam a me passar um numero de controle desse cancelamento e os protocolos de meus atendimentos via chat. Quero uma comprovação de que o pedido de cancelamento foi feito e de que serei estornado corretamente, mas nenhum meio de contato se compromete! Essa é uma segunda chance que dei à   (mesmo problema ano passado...), e não resolveram nenhum de sus problemas. Deixando claro;   não consegue entregar em endereços institucionais em Cuiabá, mas também não avisa que não pode e ficaenrolando para entregar.",badservice,2017-01-13T10:54:42
Passei por uma burocracia muito grande que fez eu desisti da compra.,badservice,2017-01-09T15:44:59
"Recebi um email da   solicitando que eu confirmasse os dados da compra do jogo Fifa 17 para Playstation 4. No email, a empresa diz que este é um procedimento de segurança e que o o prazo de postagem inicialmente acordado será válido apenas após o meu contato.<br />Porém, ao ligar para o número 0800-754-4000, para outras localidades, no início da tarde de sábado (07/01/2016), a gravação da ligação diz que não há nenhum atendente disponível.<br />Gostaria de uma posição da empresa a respeito.<br />E já decidi que não comprarei mais nada pelo site.",badservice,2017-01-07T14:42:27
"Dia 20/11 fiz a compra de dois livros através do pedido 250226855. <br /><br />Dia 09/12 recebi um e-mail informado que os mesmos estavam em busca no fornecedor e o prazo foi estendido para 30/12.<br /><br />Dia 29/12 recebi um e-mail informando o atraso e com o link para prolongar por mais 13 dias. Problema foi que esse link estava quebrado. <br />Entrei em contato no dia 30/12 via chat com o atendente  Andre Eloy (Protocolo 5563469) e prorroguei a busca do produto. <br /><br />Hoje, 06/01 recebo um e-mail informando que Conforme sua solicitação, o(s) produto(s) abaixo foi(ram) cancelado(s)<br /><br />Como assim? Meu pedido é cancelado pelo site alegando que EU solicitei isso? <br /><br />Fico no aguardo de um esclarecimento.",badservice,2017-01-06T11:30:05
"há algum tempo eu comprei 3 e-books pela  : * O Leão Ferido - Mia Sheridan; * Volta para mim - Mila Gray; Intenso Demais - S.C Stephens. Na época eu baixei o aplicativo da   e consegui ler os livros tranquilamente, porém na semana passada abri o aplicativo para reler um dos livros e não consegui fazer o download de nenhum dos livros, aprece uma mensagem que o livro foi licenciado para outro usuário. Eu entrei em contato com a   e recebi um e-mail da Sra. Ana Paula com o número de protocolo: 5576238, mas até agora ninguém resolveu meu problema, eu já mandei vários e-mails para ela e todos eles retornam!!! Não é a primeira vez que tenho problemas com livros digitais da  , só quero ser atendida...apenas isso!!!<br />Não dá nem vontade de voltar a negociar com esta loja!!",badservice,2017-01-04T13:00:23
"Comprei na Black Friday um controle para XBOX ONE.<br /><br />Ao efetuar a compra, coloquei o endereço de retirada do produto na LOJA FÍSICA, uma vez que todos em casa trabalham e não haveria ninguém para receber o controle.<br /><br />Quando entrei no site para consultar o status de minha compra, o endereço que estava registrado para entrega era o MEU RESIDENCIAL.<br /><br />Entrei em contato com o atendimento da   e quando me atenderam informaram que NÃO PODERIAM FAZER NADA A RESPEITO do caso, apenas que EU DEVERIA AGUARDAR EM CASA ATÉ O PRODUTO CHEGAR, MAS, QUE INFELIZMENTE CONSEGUIAM VISUALIZAR QUE QUANDO EFETUEI A COMPRA REALMENTE REGISTREI QUE DEVERIA RETIRAR O PRODUTO EM CASA, NÃO HAVERIA MAIS NADA A SER FEITO PARA ME AJUDAR.<br /><br />Perdi compromissos e tive que aguardar o produto chegar em casa, DETALHE - O STATUS DO ANDAMENTO DE MEU PEDIDO NUNCA FOI ALTERADO, OU SEJA, NÃO TIVE COMO SABER SE O PRODUTO ESTAVA PARA SER ENTREGUE OU NÃO, QUANDO RECEBI O CONTROLE EM CASA, NEM AO MENOS ALGUMA COMUNICAÇÃO POR E-MAIL CHEGOU ATÉ MIM. FIQUEI BASTANTE INSATISFEITA PELO MÉTODO DE ENTREGA POIS NÃO SE MOSTRARAM PRESTATIVOS EM MOMENTO ALGUM.<br /><br />NÃO FIZERAM O MÍNIMO QUE SERIA A COMUNICAÇÃO COM O CLIENTE PARA INFORMAR OS STATUS DE ANDAMENTO DO PEDIDO.<br /><br />Infelizmente estou bastante insatisfeita com a forma de atendimento prestado pela  .",badservice,2016-12-29T13:15:43
"Eu comprei um livro do padre Fábio de melo Humano de mais a loja  , me entregou o livro com problemas, a capa estava rasgada e estava amassado como se fosse um livro usado...o problema é q o livro era pra ser presenteado no natal, entrei em contato com o sac da   e até o presente momento ainda não me mandarão um email se quer....sendo q uma resposta automatica da   veio dizendo q entrariam em contato em 24 horas e já fazem quase dez dias...o q mais me chateou na empresa é a falta de comprometimento com a boa qualidade do produto e a falta de respeito com o consumidor, eu esperava pelo menos uma mensagem justificando ou com qualquer outro conteúdo...no ato da compra dei uma boa nota pela compra, mas se for pra dar a nota pela loja hoje, eu não daria a mesma, pelo fato de não ter sido respondida o email....",badservice,2016-12-26T15:39:39
"Fui pedir auxílio no chat da loja, o atendente encerrou o contato sem dar nenhuma explicação, Meu problema persiste, a loja não responde e meu prejuízo só aumenta.<br /><br />protocolo: 5240322 atendente: Cleber",badservice,2016-12-26T12:35:34
"Fiz uma compra de um notebook valor R$ 2,209.00 no dia 25/11/2016, foi aprovado pela instituição o notebook chegou conforme o prazo previsto, realizei o pagamento da primeira parcela, porem quando fui efetuar uma compra em outra loja ja esse mes de dezembro o cartao consta como nao ter limite na hora do pagamento causando transtorno pois nao existia outra compra feita no cartao alem do notebook e o valor do limite e bem superior ao da compra, entrando em contato com a operadora do cartao, consta uma autorizaçao de credito da   no valor de R$ 2,209.00 do dia 25/11/2016 numero 026934, que ainda esta em espera da confirmação da   para liberação ou cancelamento, resumindo a   emitiu duas cobranças do mesmo valor pra um unico produto e ate o momento nao cancelou uma, tentativa de contato por email sem respostas com o SAC.",badservice,2016-12-21T11:48:35
"Comprei um LEV   no black friday (loja física). Após comprar um livro digital e não conseguir fazer o download do arquivo, que já estava pago, decidi fazer  a restauração do aparelho e sempre que tentava refazer o download, recebia a mensagem de erro. Depois de inúmeras tentativas, apareceu a mensagem: NÚMERO MÁXIMO DE ATIVAÇÕES ATINGIDO. Fui à loja física onde havia comprado o aparelho e trocaram meu LEV por um novo (fui muito bem atendida). Orientaram-me trocar de email, mas de nada adiantou. Coisa muito chata. E, para completar, não recebo resposta do suporte por email. Será que é tão difícil reativar nosso email e login?!",badservice,2016-12-16T00:06:03
"No dia 25/11/16 efetuei a compra de um CD, que conforme andamento da compra pelo site estava em separação de estoque no dia seguinte e apenas no dia 10 deste mês foi atualizado para Pedido em transporte. No ato da compra o prazo para entrega era até dia 15 (daqui a dois dias), porém quando clico em detalhes da compra e também no email de confirmação de entrega à transportadora esse prazo ficou como prorrogado para dia 22 sem nenhum motivo plausível. No link de acompanhamento da entrega disponível no site a única movimentação do produto é de quando foi despachado no dia primeiro. Alguns minutos atrás tentei explicar este problema pelo chat, porém a funcionária Sheila Gomes encerrou o atendimento sem me dar qualquer justificativa ou ter tentado solucionar o problema. O produto foi pago juntamente com o valor do frete, que não foi gratuito! Portanto devem cumprir o descrito na oferta.",badservice,2016-12-13T14:31:03
"Comprei um livro dia 06/11 até hoje não entregaram. Hoje em contato com SAC fui informada que o produto foi esgotado. Porém eu paguei o produto. Para receber o dinheiro de volta lá vem burocracia. Preencher um formulário que só vou receber dentro de três dias úteis. Passei em torno de 40 minutos no chat para ter a resposta vazia de que não tinham o produto é nem uma data para entregar. Comprei o livro para fazer uma prova e estou sendo muito prejudicada. Pedi ainda que eu retirasse o valor em a loja para poder ir em outro lugar comprar o livro e nem isso eles podem fazer. Nao tenho conta em banco, paguei através de boleto. A empresa nao quer saber. Estou sendo lesada e vou entrar com acao no Procon",badservice,2016-12-09T18:50:00
"No dia da Black Friday efetuei a compra do Notebook Dell Inspiron I15-5558-B40. Recebi o produto no prazo previsto para entrega, contudo, o mesmo veio sem a nota fiscal. Entrei em contato com a  , via chat, e me informaram que iriam e enviar a nota em até 2 horas. já se passaram três dias desde meu primeiro contato e não recebei nenhuma nota! Informo ainda, que já contactei a empresa por três vezes e sempre me falam a mesma coisa e não se resolve o problema.",badservice,2016-12-09T10:53:08
"Dia 25/11/2016 fiz o pedido de um livro (Ed & Lorraine Warren - Demonologistas – Arquivos Sobrenaturais) a forma de pagamento foi via boleto, efetuei o pagamento na mesma data 25/11/2016.<br />Se passando os 3 dias de prazo de faturamento entrei em contato com o chat para verificar se houve algum problema, fui atendido por 3 pessoas (protocolos: 4853372; 4969154 e 4932156), em ambos fui instruído para que aguardasse, pois, o pedido tinha sido priorizado, nada mais que isso, o email que encaminhei dia 01/12/2016 com o comprovante e o boleto pago, não foram respondidos também, um total descaso com meu problema.  Quero o meu produto ou então o estorno do meu dinheiro para que possa comprar onde eu receba o livro sem complicações. Em anexo o comprovante de pagamento.",badservice,2016-12-08T16:06:37
"Empresa sem nenhum critério para resolução... Pede confirmação de dados, que foi efetuada, porém mais de 3 dias úteis após a referida confirmação não dá informações e sequer fez contato e atende inadequadamente no setor responsável... Cansativo ter que ficar implorando para realizar uma compra...",badservice,2016-12-01T10:57:47
"Fiz a compra de um smartphone LG no dia 23 de novembro, paguei com cartão de crédito, recebi um email do cartão com informação de pagamento efetuado. Recebi um email da   no mesmo dia 23/11 pedindo para entrar em contato e informando que o prazo de entrega de 8 dias úteis  seria validado depois de efetuado o contato, assim foi feito, falei no mesmo dia 23/11 com o atendente Douglas que me informou ser um procedimento de segurança e que estava tudo certo com o pedido. No dia 25 de novembro entrei em contato novamente por telefone com a   para saber porque não tinha atualização de data de postagem e entrega no meu pedido, aí para minha surpresa fui informado que tentaram contato telefônico e não obtiveram sucesso, informei que tinha ligado e falado com atendente Douglas no dia da compra e que estava tudo certo com o pedido. A moça me confirmou meus números de telefone e me avisou que o status do pedido seria atualizado apartir do dia 29 de novembro quando seria enviado a transportadora e todas as informações sobre a entrega seria atualizadas para que pudesse acompanhar. <br />   Hoje 27 de novembro recebi um email da   que diz pedido cancelado, pois a operadora não efetuo o pagamento, liguei no bradesco cartoes e fui informado que a   cancelou a compra e não o cartão ou seja fizeram errado e o cliente é  quem fica com  o prejuízo? Já comprei capa e Película para o aparelho.",badservice,2016-11-27T13:21:21
"Meu pedido 231954230 foi feito na   dia 03/09 com retirada em loja.<br /><br />No dia 09/09 recebi o e-mail para retirada em loja do meu pedido, porem um dos itens estava em busca no fornecedor. Recebi o e-mail avisando que o novo prazo era 25/10. <br /><br />O prazo expirou e no dia 12/11 recebi um novo e-mail com um link para prolongar o prazo por mais 30 dias. <br /><br />Cliquei no link e ele estava quebrado. Entrei em contato via chat com o atendimento, relatei o problema e prolonguei com a atendente. <br /><br />Uma semana depois, notei que meu pedido pendente aparecia zerado, assim como a quantidade e o valor do produto zerados.<br /><br />Entrei em contato mais uma vez com o atendimento e relatei o problema. Me foi informado que era um problema no sistema e que em breve ele seria atualizado e meu pedido voltaria ao normal.<br /><br />Hoje, dia 25/11 nada desse status mudar. Entrei em contato com a   e conversei com a atendente Maria Madalena da Silva, com o protocolo 4812200 (não que isso sirva pra alguma coisa, já que sempre que dou o numero do protocolo nunca usam)<br /><br />Ai começou o absurdo: A atendente me diz que o produto estava esgotado. Explico que não, que esta em busca no fornecedor. <br /><br />O script continua e ela me oferece devolver o dinheiro ou vale trocas como manda o protocolo. <br /><br />Abro o site e para minha surpresa, esta lá o livro que comprei, disponivel para compra no site, com prazo de entrega de 9 dias uteis (até tirei um print para provar).<br /><br />Com isso o discurso da atendente mudou. Ela diz que foi cancelado e que eu posso refazer a compra no site. <br /><br />Explico que o preço atual no site não é o mesmo que paguei e questiono porque meu pedido foi cancelado se na teoria, conforme atendimento anterior, no dia 12/11 eu prolonguei a busca no fornecedor até 19/12, sendo que, segundo a Maria, o pedido foi cancelado dia 19/11.<br /><br />Ela não sabe me dizer. Diz para aguardar 3 dias uteis que encaminhou a ocorrencia para analise. Por experiencia própria, sei que vou entrar em contato daqui a 3 dias e mesmo dando numero de protocolo e tudo, a atendente não vai saber do que se trata.",badservice,2016-11-25T16:48:44
"Realizei uma compra de livros digitais no dia 19/11 e até o momento não recebi a nota fiscal.<br /> Já entrei em contato com a   nos  dias 19 (sábado), 22(terça) e sexta (25) e até o momento não tenho nem a previsão da entrega da nota.<br /> No primeiro contato por telefone recebi a informação que levaria até dois dias úteis. No segundo contato, me informaram que na verdade seriam 3 dias. Como ainda não recebi a nota, entrei em contato hoje (dia 25) e  recebi a informação que não há previsão de entrega, que não seria possível informar a data da emissão.<br />Isso é um absurdo, pois além de não informar isso na hora da compra, não há uma previsão para a emissão. <br />Eu preciso da minha nota, pois preciso dela para o ressarcimento do valor em minha empresa o mais rápido possível. Efetuei uma compra e tenho direito da nota fiscal referente a isso.",badservice,2016-11-25T12:57:21
